poi_base,county,utility,active_projects,active_mw,active_storage_mw,full_capacity_mw,energy_only_mw,withdrawn_projects,withdrawn_mw,completed_mw,churn_ratio
ENCINA SUBSTATION,SAN DIEGO,,0.0,0.0,0.0,0.0,0.0,1.0,160.0,0.0,
ENCINA POWER PLANT SWITCHYARD,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,
ELLIS-SANTIAGO LINE,ORANGE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,1003.4,0.0,
ELLIS-SANTIAGO,ORANGE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,
ELLIS SUBSTATION,ORANGE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
ELK-GUALALA,MENDOCINO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,
ELK HILLS TAFT,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ELK CREEK,GLENN,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,
ELDORADO-PISGAH #2,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ELDORADO-IVANPAH,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0
ELDORADO-BAKER-COOL WATER-DUNN SIDING-MOUNTAIN PASS,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,350.0,258.0,1.4
EXCELSIOR SWITCH STATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,202.9,0.0,
EXCELSIOR SWITCHING STATION LOCATED ON THE PANOCHE-SCHINDLER NO.1 & 2,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,80.8,0.0,
ELDORADO SWITCHYARD,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,1.0,634.0,0.0,
EXCHEQUER-LEGRAND,MARIPOSA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,
GATES - COALINGA #2 LINE,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,
GATES - COALINGA #1,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,4.0,63.0,0.0,
GAMEBIRD SUBSTATION,NYE,VEA,0.0,0.0,0.0,0.0,0.0,4.0,1199.0,0.0,
FULTON-IGNACIO,MARIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,175.0,0.0,
FULTON,LAKE,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
FRIARS SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
FOUR CORNERS SUB,LINCOLN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,1700.0,0.0,
FORT BRAGG SUBSTATION,MENDOCINO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
FMC SUBSTATION,SANTA CLARA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,170.0,0.0,
FIVE POINTS SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,
FINK,STANISLAUS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
FIBREBOARD TAP,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,160.0,0.0,
FAMOSO SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,174.9,0.0,
FAIRHAVEN SUBSTATION,HUMBOLDT,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
EXISTING RADIAL,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,93.0,0.0,
ELDORADO-BAKER- COOLWATER-DUNN SIDING-MOUNTAIN PASS,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,
ELDORADO SUBSTATION,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,
GATES - MIDWAY,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,
ECO SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ECO SUB,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,540.0,0.0,
ECO,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
EASTSHORE SUBSTATION,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,118.0,624.0,0.2
EASTSHORE STATION,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,
EASTSHORE,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,77.5,0.0,
EASTGATE SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
EAST NICOLAUS,SUTTER,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,84.0,0.0,
EAST COUNTY SUBSTATION,TECATE BAJA CALIFORNIA MEXICO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,
EAST COUNTY SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,70.2,20.0,3.5
EAST COUNTY SUBSTATION,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,256.0,1.2
EAST COUNTY (ECO) SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
EAST COUNTY (ECO) SUBSTATION,BAJA CALIFORNIA,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,720.0,0.0,
EAGLE ROCK SUBSTATION,MENDOCINO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,126.0,0.0,
EAGLE MOUNTAIN-BLYTHE SCE,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
EAGLE MOUNTAIN-BLYTHE,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,220.0,0.0,
ECO SUB,IMPERIAL,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,1080.0,0.0,
ECO-MIGUEL,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,
ELDORADO SUBSTATION,PLATTE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,3000.0,0.0,
EITHER GOLDTOWN-CORUM OR GOLDTOWN-LANCASTER,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ELDORADO SUBSTATION,LINCOLN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,960.0,0.0,
ELDORADO SUBSATION,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,1.0,240.0,0.0,
ELDORADO SUB,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
ELDORADO BAKER COOL WATER DUNN SIDING MOUNTAIN PASS,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
ELDORADO 500/,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,1.0,591.0,0.0,
ELDORADO,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,2.0,1225.0,0.0,
EL SEQUNDO,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
EL SEGUNDO SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,435.0,0.0,
EL SEGUNDO,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0
EL NIDO SUBSTATION,MERCED,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,230.0,0.0,
EL DORADO-IVANPAH,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,375.0,0.0,
EL DORADO,CLARK,SCE,0.0,0.0,0.0,0.0,0.0,3.0,779.0,0.0,
EL CASCO,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
EL CAPITAN SUBSTATION,TBD,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,175.0,0.0,
EL CAJON SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.9,0.0
GATES - MIDWAY,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,600.0,0.0,
GATES SUB,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
HENRIETTA SUBSTATION -,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,
HASSAYAMPA SWITCHYARD COMMON BUS,MARICOPA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
HASSAYAMPA SUBSTATION,MARICOPA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
HASSAYAMPA - N. GILA,MARICOPA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
HASSAYAMPA,MARICOPA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
HARRY ALLEN-ELDORADO,TWIN FALLS,DSLK,0.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,
HARRY ALLEN-ELDORADO,LINCOLN,DSLK,0.0,0.0,0.0,0.0,0.0,1.0,1050.0,0.0,
HARQUAHALA SUBSTATION,MARICOPA,SCE,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,
HARDWICK,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,13.4,0.0,
HARBORGEN SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,220.0,0.0,
HARBOR COGENERATION FACILITY,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,
HANFORD SWITCHYARD,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,126.0,0.0,
HAMMOND SUB,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,
HALSEY SUBSTATION,PLACER,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,
HALF MOON BAY SUBSTATION,SAN MATEO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
GWF HANFORD,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
GUERNSEY SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,
HASSAYAMPA SWITCHYARD,MARICOPA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,
HASSAYAMPA-NORTH GILA,HYDER,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,238.0,0.0,
GREGG SUBSTATION,TBD,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,350.0,0.0,
HASSAYAMPA-NORTH GILA,YUMA,SDGE,0.0,0.0,0.0,0.0,0.0,3.0,1238.0,0.0,
HENRIETTA SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,470.0,0.0,
HENRIETTA SUBSTANTION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,97.2,0.0,
HENRIETTA - TULARE,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,
HENRIETTA - LEMOORE,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,19.2,0.0,
HENREITTA-GWF,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
HELMS-SCHINDLER,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
HELM-STROUD SW STA,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,169.0,0.0,
HELM-PANOCHE,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0
HELM-FIREBAUGH,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,247.0,0.0,
HELM SUBSTATION,TBD,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,425.0,0.0,
HELM SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
HELM SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,
HELM SUB,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
HELM,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,31.8,0.0,
HELIJET-LITTLE ROCK-PALMDALE-ROCKAIR,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,3.0,250.0,0.0,
GUERNSEY - HENRIETTA,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,89.8,0.0,
GREGG SUBSTATION,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
GATES SUB,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,800.0,0.0,
GEYSERS-FULTON,SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
GEYSERS #3 CLOVERDALE,SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
GEYSERS #3 - CLOVERDALE,SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,
GEYSERS #17-FULTON,SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,
GEYSERS #12-FULTON,LAKE,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
GEYERS 17- FULTON #2,LAKE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
GATES-TEMPLETON,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
GATES-MCCALL,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
GATES-GREGG,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,600.0,100.0,6.0
GATES-COALINGA #2,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,125.6,0.0,
GATES-COALINGA #1,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
GATES-COALINGA,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,1.5,18.0,0.1
GATES- TEMPLETON,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,350.0,0.0,
GATES SUBSTATION (ARCO - GATES,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0,
GATES SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,850.0,250.0,3.4
GATES SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,10.0,1713.5,170.0,10.1
GEYSERS 17-FULTON,SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,
GIFFEN SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,17.9,20.0,0.9
GREGG,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
GLENN #3,BUTTE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
GREENLEAF #1 TAP,SUTTER,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,
GREEN VALLEY SUBSTATION,SANTA CRUZ,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
GRANT-EASTSHORE #1,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
GRANT EASTSHORE #1,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,
GRANT - EASTSHORE #2 LINE,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
GRANT - EASTSHORE #2,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
GORMAN-KERN RIVER,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,
GOLETA SUBSTATION,VENTURA,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
GOLETA SUBSTATION,SANTA BARBARA,SCE,0.0,0.0,0.0,0.0,0.0,1.0,750.0,0.0,
GOLDTOWN-LANCASTER,KERN,SCE,0.0,0.0,0.0,0.0,0.0,3.0,212.6,0.0,
GOLDTOWN-CORUM OR GOLDTOWN-LANCASTER,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
GOLDTOWN-CORUM,KERN,SCE,0.0,0.0,0.0,0.0,0.0,2.0,39.9,0.0,
GOLDTOWN SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,2.0,79.9,0.0,
GOLD HILL-EIGHT MILE ROAD,SACRAMENTO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
GOLD HILL-EIGHT MILE,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0
ZONDWIND SUB,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
